OBJECT	CODE	NAME	LABEL	PARENT_CODE
drug	skeletalMuscleRelaxantCombinations	Skeletal Muscle Relaxant Combinations	Central Nervous System Agents / Muscle Relaxants / Skeletal Muscle Relaxant Combinations	muscleRelaxants
drug	skeletalMuscleRelaxants	Skeletal Muscle Relaxants	Central Nervous System Agents / Muscle Relaxants / Skeletal Muscle Relaxants	muscleRelaxants
drug	VMAT2Inhibitors	VMAT2 Inhibitors	Central Nervous System Agents / VMAT2 Inhibitors	centralNervousSystemAgents
drug	chemotherapy	Chemotherapy	Chemotherapy	
drug	coagulationModifiers	Coagulation Modifiers	Coagulation Modifiers	
drug	anticoagulantReversalAgents	Anticoagulant Reversal Agents	Coagulation Modifiers / Anticoagulant Reversal Agents	coagulationModifiers
drug	anticoagulants	Anticoagulants	Coagulation Modifiers / Anticoagulants	coagulationModifiers
drug	coumarinsAndIndandiones	Coumarins and Indandiones	Coagulation Modifiers / Anticoagulants / Coumarins and Indandiones	anticoagulants
drug	factorXaInhibitors	Factor Xa Inhibitors	Coagulation Modifiers / Anticoagulants / Factor Xa Inhibitors	anticoagulants
drug	heparins	Heparins	Coagulation Modifiers / Anticoagulants / Heparins	anticoagulants
drug	thrombinInhibitors	Thrombin Inhibitors	Coagulation Modifiers / Anticoagulants / Thrombin Inhibitors	anticoagulants
drug	antiplateletAgents	Antiplatelet Agents	Coagulation Modifiers / Antiplatelet Agents	coagulationModifiers
drug	glycoproteinPlateletInhibitors	Glycoprotein Platelet Inhibitors	Coagulation Modifiers / Antiplatelet Agents / Glycoprotein Platelet Inhibitors	antiplateletAgents
drug	plateletAggregationInhibitors	Platelet Aggregation Inhibitors	Coagulation Modifiers / Antiplatelet Agents / Platelet Aggregation Inhibitors	antiplateletAgents
drug	proteaseActivatedReceptor1Antagonists	Protease-Activated Receptor-1 Antagonists	Coagulation Modifiers / Antiplatelet Agents / Protease-Activated Receptor-1 Antagonists	antiplateletAgents
drug	heparinAntagonists	Heparin Antagonists	Coagulation Modifiers / Heparin Antagonists	coagulationModifiers
drug	miscellaneousCoagulationModifiers	Miscellaneous Coagulation Modifiers	Coagulation Modifiers / Miscellaneous Coagulation Modifiers	coagulationModifiers
drug	plateletStimulatingAgents	Platelet-Stimulating Agents	Coagulation Modifiers / Platelet-Stimulating Agents	coagulationModifiers
drug	thrombolytics	Thrombolytics	Coagulation Modifiers / Thrombolytics	coagulationModifiers
drug	gastrointestinalAgents	Gastrointestinal Agents	Gastrointestinal Agents	
drug	5aminosalicylates	5-Aminosalicylates	Gastrointestinal Agents / 5-Aminosalicylates	gastrointestinalAgents
drug	antacids	Antacids	Gastrointestinal Agents / Antacids	gastrointestinalAgents
drug	antidiarrheals	Antidiarrheals	Gastrointestinal Agents / Antidiarrheals	gastrointestinalAgents
drug	digestiveEnzymes	Digestive Enzymes	Gastrointestinal Agents / Digestive Enzymes	gastrointestinalAgents
drug	functionalBowelDisorderAgents	Functional Bowel Disorder Agents	Gastrointestinal Agents / Functional Bowel Disorder Agents	gastrointestinalAgents
drug	anticholinergicsAntispasmodics	Anticholinergics/Antispasmodics	Gastrointestinal Agents / Functional Bowel Disorder Agents / Anticholinergics/Antispasmodics	functionalBowelDisorderAgents
drug	chlorideChannelActivators	Chloride Channel Activators	Gastrointestinal Agents / Functional Bowel Disorder Agents / Chloride Channel Activators	functionalBowelDisorderAgents
drug	guanylateCyclaseCAgonists	Guanylate Cyclase-C Agonists	Gastrointestinal Agents / Functional Bowel Disorder Agents / Guanylate Cyclase-C Agonists	functionalBowelDisorderAgents
drug	peripheralOpioidReceptorAntagonists	Peripheral Opioid Receptor Antagonists	Gastrointestinal Agents / Functional Bowel Disorder Agents / Peripheral Opioid Receptor Antagonists	functionalBowelDisorderAgents
drug	peripheralOpioidReceptorMixedAgonistsAntagonists	Peripheral Opioid Receptor Mixed Agonists/Antagonists	Gastrointestinal Agents / Functional Bowel Disorder Agents / Peripheral Opioid Receptor Mixed Agonists/Antagonists	functionalBowelDisorderAgents
drug	serotoninergicNeuroentericModulators	Serotoninergic Neuroenteric Modulators	Gastrointestinal Agents / Functional Bowel Disorder Agents / Serotoninergic Neuroenteric Modulators	functionalBowelDisorderAgents
drug	gallstoneSolubilizingAgents	Gallstone Solubilizing Agents	Gastrointestinal Agents / Gallstone Solubilizing Agents	gastrointestinalAgents
drug	GIStimulants	GI Stimulants	Gastrointestinal Agents / GI Stimulants	gastrointestinalAgents
drug	HPyloriEradicationAgents	H. Pylori Eradication Agents	Gastrointestinal Agents / H. Pylori Eradication Agents	gastrointestinalAgents
drug	H2Antagonists	H2 Antagonists	Gastrointestinal Agents / H2 Antagonists	gastrointestinalAgents
drug	laxatives	Laxatives	Gastrointestinal Agents / Laxatives	gastrointestinalAgents
drug	miscellaneousGIAgents	Miscellaneous GI Agents	Gastrointestinal Agents / Miscellaneous GI Agents	gastrointestinalAgents
drug	protonPumpInhibitors	Proton Pump Inhibitors	Gastrointestinal Agents / Proton Pump Inhibitors	gastrointestinalAgents
drug	genitourinaryTractAgents	Genitourinary Tract Agents	Genitourinary Tract Agents	
drug	impotenceAgents	Impotence Agents	Genitourinary Tract Agents / Impotence Agents	genitourinaryTractAgents
drug	miscellaneousGenitourinaryTractAgents	Miscellaneous Genitourinary Tract Agents	Genitourinary Tract Agents / Miscellaneous Genitourinary Tract Agents	genitourinaryTractAgents
drug	tocolyticAgents	Tocolytic Agents	Genitourinary Tract Agents / Tocolytic Agents	genitourinaryTractAgents
drug	urinaryAntispasmodics	Urinary Antispasmodics	Genitourinary Tract Agents / Urinary Antispasmodics	genitourinaryTractAgents
drug	urinarypHModifiers	Urinary pH Modifiers	Genitourinary Tract Agents / Urinary pH Modifiers	genitourinaryTractAgents
drug	uterotonicAgents	Uterotonic Agents	Genitourinary Tract Agents / Uterotonic Agents	genitourinaryTractAgents
drug	hormones	Hormones	Hormones	
drug	5AlphaReductaseInhibitors	5-Alpha-Reductase Inhibitors	Hormones / 5-Alpha-Reductase Inhibitors	hormones
drug	adrenalCorticalSteroids	Adrenal Cortical Steroids	Hormones / Adrenal Cortical Steroids	hormones
drug	corticotropin	Corticotropin	Hormones / Adrenal Cortical Steroids / Corticotropin	adrenalCorticalSteroids
drug	glucocorticoids	Glucocorticoids	Hormones / Adrenal Cortical Steroids / Glucocorticoids	adrenalCorticalSteroids
drug	mineralocorticoids	Mineralocorticoids	Hormones / Adrenal Cortical Steroids / Mineralocorticoids	adrenalCorticalSteroids
drug	adrenalCorticosteroidInhibitors	Adrenal Corticosteroid Inhibitors	Hormones / Adrenal Corticosteroid Inhibitors	hormones
drug	antiandrogens	Antiandrogens	Hormones / Antiandrogens	hormones
drug	antidiureticHormones	Antidiuretic Hormones	Hormones / Antidiuretic Hormones	hormones
drug	antigonadotropicAgents	Antigonadotropic Agents	Hormones / Antigonadotropic Agents	hormones
drug	antithyroidAgents	Antithyroid Agents	Hormones / Antithyroid Agents	hormones
drug	aromataseInhibitors	Aromatase Inhibitors	Hormones / Aromatase Inhibitors	hormones
drug	calcimimetics	Calcimimetics	Hormones / Calcimimetics	hormones
drug	calcitonin	Calcitonin	Hormones / Calcitonin	hormones
drug	estrogenReceptorAntagonists	Estrogen Receptor Antagonists	Hormones / Estrogen Receptor Antagonists	hormones
drug	gonadotropinReleasingHormoneAntagonists	Gonadotropin-Releasing Hormone Antagonists	Hormones / Gonadotropin-Releasing Hormone Antagonists	hormones
drug	growthHormoneReceptorBlockers	Growth Hormone Receptor Blockers	Hormones / Growth Hormone Receptor Blockers	hormones
drug	growthHormones	Growth Hormones	Hormones / Growth Hormones	hormones
drug	insulinLikeGrowthFactors	Insulin-like Growth Factors	Hormones / Insulin-like Growth Factors	hormones
drug	parathyroidHormoneAndAnalogs	Parathyroid Hormone and Analogs	Hormones / Parathyroid Hormone and Analogs	hormones
drug	progesteroneReceptorModulators	Progesterone Receptor Modulators	Hormones / Progesterone Receptor Modulators	hormones
drug	prolactinInhibitors	Prolactin Inhibitors	Hormones / Prolactin Inhibitors	hormones
drug	selectiveEstrogenReceptorModulators	Selective Estrogen Receptor Modulators	Hormones / Selective Estrogen Receptor Modulators	hormones
drug	sexHormones	Sex Hormones	Hormones / Sex Hormones	hormones
drug	androgensAndAnabolicSteroids	Androgens and Anabolic Steroids	Hormones / Sex Hormones / Androgens and Anabolic Steroids	sexHormones
drug	contraceptives	Contraceptives	Hormones / Sex Hormones / Contraceptives	sexHormones
drug	estrogens	Estrogens	Hormones / Sex Hormones / Estrogens	sexHormones
drug	gonadotropinReleasingHormones	Gonadotropin Releasing Hormones	Hormones / Sex Hormones / Gonadotropin Releasing Hormones	sexHormones
drug	gonadotropins	Gonadotropins	Hormones / Sex Hormones / Gonadotropins	sexHormones
drug	progestins	Progestins	Hormones / Sex Hormones / Progestins	sexHormones
drug	sexHormoneCombinations	Sex Hormone Combinations	Hormones / Sex Hormones / Sex Hormone Combinations	sexHormones
drug	somatostatinAndSomatostatinAnalogs	Somatostatin and Somatostatin Analogs	Hormones / Somatostatin and Somatostatin Analogs	hormones
drug	syntheticOvulationStimulants	Synthetic Ovulation Stimulants	Hormones / Synthetic Ovulation Stimulants	hormones
drug	thyroidDrugs	Thyroid Drugs	Hormones / Thyroid Drugs	hormones
drug	immunologicAgents	Immunologic Agents	Immunologic Agents	
drug	immuneGlobulins	Immune Globulins	Immunologic Agents / Immune Globulins	immunologicAgents
drug	immunostimulants	Immunostimulants	Immunologic Agents / Immunostimulants	immunologicAgents
drug	bacterialVaccines	Bacterial Vaccines	Immunologic Agents / Immunostimulants / Bacterial Vaccines	immunostimulants
drug	colonyStimulatingFactors	Colony Stimulating Factors	Immunologic Agents / Immunostimulants / Colony Stimulating Factors	immunostimulants
drug	interferons	Interferons	Immunologic Agents / Immunostimulants / Interferons	immunostimulants
drug	interleukins	Interleukins	Immunologic Agents / Immunostimulants / Interleukins	immunostimulants
drug	otherImmunostimulants	Other Immunostimulants	Immunologic Agents / Immunostimulants / Other Immunostimulants	immunostimulants
drug	therapeuticVaccines	Therapeutic Vaccines	Immunologic Agents / Immunostimulants / Therapeutic Vaccines	immunostimulants
drug	vaccineCombinations	Vaccine Combinations	Immunologic Agents / Immunostimulants / Vaccine Combinations	immunostimulants
drug	viralVaccines	Viral Vaccines	Immunologic Agents / Immunostimulants / Viral Vaccines	immunostimulants
drug	immunosuppressiveAgents	Immunosuppressive Agents	Immunologic Agents / Immunosuppressive Agents	immunologicAgents
drug	calcineurinInhibitors	Calcineurin Inhibitors	Immunologic Agents / Immunosuppressive Agents / Calcineurin Inhibitors	immunosuppressiveAgents
drug	interleukinInhibitors	Interleukin Inhibitors	Immunologic Agents / Immunosuppressive Agents / Interleukin Inhibitors	immunosuppressiveAgents
drug	otherImmunosuppressants	Other Immunosuppressants	Immunologic Agents / Immunosuppressive Agents / Other Immunosuppressants	immunosuppressiveAgents
drug	selectiveImmunosuppressants	Selective Immunosuppressants	Immunologic Agents / Immunosuppressive Agents / Selective Immunosuppressants	immunosuppressiveAgents
drug	TNFAlfaInhibitors	TNF Alfa Inhibitors	Immunologic Agents / Immunosuppressive Agents / TNF Alfa Inhibitors	immunosuppressiveAgents
drug	medicalGas	Medical Gas	Medical Gas	
drug	metabolicAgents	Metabolic Agents	Metabolic Agents	
drug	antidiabeticAgents	Antidiabetic Agents	Metabolic Agents / Antidiabetic Agents	metabolicAgents
drug	alphaGlucosidaseInhibitors	Alpha-Glucosidase Inhibitors	Metabolic Agents / Antidiabetic Agents / Alpha-Glucosidase Inhibitors	antidiabeticAgents
drug	amylinAnalogs	Amylin Analogs	Metabolic Agents / Antidiabetic Agents / Amylin Analogs	antidiabeticAgents
drug	antidiabeticCombinations	Antidiabetic Combinations	Metabolic Agents / Antidiabetic Agents / Antidiabetic Combinations	antidiabeticAgents
drug	dipeptidylPeptidase4Inhibitors	Dipeptidyl Peptidase 4 Inhibitors	Metabolic Agents / Antidiabetic Agents / Dipeptidyl Peptidase 4 Inhibitors	antidiabeticAgents
drug	incretinMimetics	Incretin Mimetics	Metabolic Agents / Antidiabetic Agents / Incretin Mimetics	antidiabeticAgents
drug	insulin	Insulin	Metabolic Agents / Antidiabetic Agents / Insulin	antidiabeticAgents
drug	meglitinides	Meglitinides	Metabolic Agents / Antidiabetic Agents / Meglitinides	antidiabeticAgents
drug	nonSulfonylureas	Non-Sulfonylureas	Metabolic Agents / Antidiabetic Agents / Non-Sulfonylureas	antidiabeticAgents
drug	SGLT2Inhibitors	SGLT-2 Inhibitors	Metabolic Agents / Antidiabetic Agents / SGLT-2 Inhibitors	antidiabeticAgents
drug	sulfonylureas	Sulfonylureas	Metabolic Agents / Antidiabetic Agents / Sulfonylureas	antidiabeticAgents
drug	thiazolidinediones	Thiazolidinediones	Metabolic Agents / Antidiabetic Agents / Thiazolidinediones	antidiabeticAgents
drug	antigoutAgents	Antigout Agents	Metabolic Agents / Antigout Agents	metabolicAgents
drug	antihyperlipidemicAgents	Antihyperlipidemic Agents	Metabolic Agents / Antihyperlipidemic Agents	metabolicAgents
drug	antihyperlipidemicCombinations	Antihyperlipidemic Combinations	Metabolic Agents / Antihyperlipidemic Agents / Antihyperlipidemic Combinations	antihyperlipidemicAgents
drug	bileAcidSequestrants	Bile Acid Sequestrants	Metabolic Agents / Antihyperlipidemic Agents / Bile Acid Sequestrants	antihyperlipidemicAgents
drug	cholesterolAbsorptionInhibitors	Cholesterol Absorption Inhibitors	Metabolic Agents / Antihyperlipidemic Agents / Cholesterol Absorption Inhibitors	antihyperlipidemicAgents
drug	fibricAcidDerivatives	Fibric Acid Derivatives	Metabolic Agents / Antihyperlipidemic Agents / Fibric Acid Derivatives	antihyperlipidemicAgents
drug	miscellaneousAntihyperlipidemicAgents	Miscellaneous Antihyperlipidemic Agents	Metabolic Agents / Antihyperlipidemic Agents / Miscellaneous Antihyperlipidemic Agents	antihyperlipidemicAgents
drug	PCSK9Inhibitors	PCSK9 Inhibitors	Metabolic Agents / Antihyperlipidemic Agents / PCSK9 Inhibitors	antihyperlipidemicAgents
drug	statins	Statins	Metabolic Agents / Antihyperlipidemic Agents / Statins	antihyperlipidemicAgents
drug	antihyperuricemicAgents	Antihyperuricemic Agents	Metabolic Agents / Antihyperuricemic Agents	metabolicAgents
drug	boneResorptionInhibitors	Bone Resorption Inhibitors	Metabolic Agents / Bone Resorption Inhibitors	metabolicAgents
drug	bisphosphonates	Bisphosphonates	Metabolic Agents / Bone Resorption Inhibitors / Bisphosphonates	boneResorptionInhibitors
drug	miscellaneousBoneResorptionInhibitors	Miscellaneous Bone Resorption Inhibitors	Metabolic Agents / Bone Resorption Inhibitors / Miscellaneous Bone Resorption Inhibitors	boneResorptionInhibitors
drug	CFTRCombinations	CFTR Combinations	Metabolic Agents / CFTR Combinations	metabolicAgents
drug	CFTRPotentiators	CFTR Potentiators	Metabolic Agents / CFTR Potentiators	metabolicAgents
drug	glucoseElevatingAgents	Glucose Elevating Agents	Metabolic Agents / Glucose Elevating Agents	metabolicAgents
drug	lysosomalEnzymes	Lysosomal Enzymes	Metabolic Agents / Lysosomal Enzymes	metabolicAgents
drug	miscellaneousMetabolicAgents	Miscellaneous Metabolic Agents	Metabolic Agents / Miscellaneous Metabolic Agents	metabolicAgents
drug	peripherallyActingAntiobesityAgents	Peripherally Acting Antiobesity Agents	Metabolic Agents / Peripherally Acting Antiobesity Agents	metabolicAgents
drug	ureaCycleDisorderAgents	Urea Cycle Disorder Agents	Metabolic Agents / Urea Cycle Disorder Agents	metabolicAgents
drug	miscellaneousAgents	Miscellaneous Agents	Miscellaneous Agents	
drug	antidotes	Antidotes	Miscellaneous Agents / Antidotes	miscellaneousAgents
drug	antipsoriatics	Antipsoriatics	Miscellaneous Agents / Antipsoriatics	miscellaneousAgents
drug	antirheumatics	Antirheumatics	Miscellaneous Agents / Antirheumatics	miscellaneousAgents
drug	cationExchangeResins	Cation Exchange Resins	Miscellaneous Agents / Cation Exchange Resins	miscellaneousAgents
drug	chelatingAgents	Chelating Agents	Miscellaneous Agents / Chelating Agents	miscellaneousAgents
drug	cholinergicMuscleStimulants	Cholinergic Muscle Stimulants	Miscellaneous Agents / Cholinergic Muscle Stimulants	miscellaneousAgents
drug	illicitDrugs	Illicit (Street) Drugs	Miscellaneous Agents / Illicit (Street) Drugs	miscellaneousAgents
drug	localInjectableAnesthetics	Local Injectable Anesthetics	Miscellaneous Agents / Local Injectable Anesthetics	miscellaneousAgents
drug	localInjectableAnestheticsWithCorticosteroids	Local Injectable Anesthetics with Corticosteroids	Miscellaneous Agents / Local Injectable Anesthetics with Corticosteroids	miscellaneousAgents
drug	miscellaneousUncategorizedAgents	Miscellaneous Uncategorized Agents	Miscellaneous Agents / Miscellaneous Uncategorized Agents	miscellaneousAgents
drug	phosphateBinders	Phosphate Binders	Miscellaneous Agents / Phosphate Binders	miscellaneousAgents
drug	psoralens	Psoralens	Miscellaneous Agents / Psoralens	miscellaneousAgents
drug	smokingCessationAgents	Smoking Cessation Agents	Miscellaneous Agents / Smoking Cessation Agents	miscellaneousAgents
drug	viscosupplementationAgents	Viscosupplementation Agents	Miscellaneous Agents / Viscosupplementation Agents	miscellaneousAgents
drug	nutritionalProducts	Nutritional Products	Nutritional Products	
drug	intravenousNutritionalProducts	Intravenous Nutritional Products	Nutritional Products / Intravenous Nutritional Products	nutritionalProducts
drug	ironProducts	Iron Products	Nutritional Products / Iron Products	nutritionalProducts
drug	mineralsAndElectrolytes	Minerals and Electrolytes	Nutritional Products / Minerals and Electrolytes	nutritionalProducts
drug	oralNutritionalSupplements	Oral Nutritional Supplements	Nutritional Products / Oral Nutritional Supplements	nutritionalProducts
drug	vitaminAndMineralCombinations	Vitamin and Mineral Combinations	Nutritional Products / Vitamin and Mineral Combinations	nutritionalProducts
drug	vitamins	Vitamins	Nutritional Products / Vitamins	nutritionalProducts
drug	plasmaExpanders	Plasma Expanders	Plasma Expanders	
drug	psychotherapeuticAgents	Psychotherapeutic Agents	Psychotherapeutic Agents	
drug	antidepressants	Antidepressants	Psychotherapeutic Agents / Antidepressants	psychotherapeuticAgents
drug	miscellaneousAntidepressants	Miscellaneous Antidepressants	Psychotherapeutic Agents / Antidepressants / Miscellaneous Antidepressants	antidepressants
drug	monoamineOxidaseInhibitors	Monoamine Oxidase Inhibitors	Psychotherapeutic Agents / Antidepressants / Monoamine Oxidase Inhibitors	antidepressants
drug	phenylpiperazineAntidepressants	Phenylpiperazine Antidepressants	Psychotherapeutic Agents / Antidepressants / Phenylpiperazine Antidepressants	antidepressants
drug	selectiveSerotoninReuptakeInhibitors	Selective Serotonin Reuptake Inhibitors	Psychotherapeutic Agents / Antidepressants / Selective Serotonin Reuptake Inhibitors	antidepressants
drug	serotoninNorepinephrineReuptakeInhibitors	Serotonin-Norepinephrine Reuptake Inhibitors	Psychotherapeutic Agents / Antidepressants / Serotonin-Norepinephrine Reuptake Inhibitors	antidepressants
drug	tetracyclicAntidepressants	Tetracyclic Antidepressants	Psychotherapeutic Agents / Antidepressants / Tetracyclic Antidepressants	antidepressants
drug	tricyclicAntidepressants	Tricyclic Antidepressants	Psychotherapeutic Agents / Antidepressants / Tricyclic Antidepressants	antidepressants
drug	antipsychotics	Antipsychotics	Psychotherapeutic Agents / Antipsychotics	psychotherapeuticAgents
drug	atypicalAntipsychotics	Atypical Antipsychotics	Psychotherapeutic Agents / Antipsychotics / Atypical Antipsychotics	antipsychotics
drug	miscellaneousAntipsychoticAgents	Miscellaneous Antipsychotic Agents	Psychotherapeutic Agents / Antipsychotics / Miscellaneous Antipsychotic Agents	antipsychotics
drug	phenothiazineAntipsychotics	Phenothiazine Antipsychotics	Psychotherapeutic Agents / Antipsychotics / Phenothiazine Antipsychotics	antipsychotics
drug	thioxanthenes	Thioxanthenes	Psychotherapeutic Agents / Antipsychotics / Thioxanthenes	antipsychotics
drug	psychotherapeuticCombinations	Psychotherapeutic Combinations	Psychotherapeutic Agents / Psychotherapeutic Combinations	psychotherapeuticAgents
drug	radiologicAgents	Radiologic Agents	Radiologic Agents	
drug		Radiocontrast Agents	Radiologic Agents / Radiocontrast Agents	radiologicAgents
drug	iodinatedContrastMedia	Iodinated Contrast Media	Radiologic Agents / Radiocontrast Agents / Iodinated Contrast Media	
drug	ionicIodinatedContrastMedia	Ionic Iodinated Contrast Media	Radiologic Agents / Radiocontrast Agents / Ionic Iodinated Contrast Media	
drug	lymphaticStainingAgents	Lymphatic Staining Agents	Radiologic Agents / Radiocontrast Agents / Lymphatic Staining Agents	
drug	mriContrastMedia	Magnetic Resonance Imaging Contrast Media	Radiologic Agents / Radiocontrast Agents / Magnetic Resonance Imaging Contrast Media	
drug	miscellaneousDiagnosticDyes	Miscellaneous Diagnostic Dyes	Radiologic Agents / Radiocontrast Agents / Miscellaneous Diagnostic Dyes	
drug	nonIodinatedContrastMedia	Non-Iodinated Contrast Media	Radiologic Agents / Radiocontrast Agents / Non-Iodinated Contrast Media	
drug	nonIonicIodinatedContrastMedia	Non-Ionic Iodinated Contrast Media	Radiologic Agents / Radiocontrast Agents / Non-Ionic Iodinated Contrast Media	
drug	ultrasoundContrastMedia	Ultrasound Contrast Media	Radiologic Agents / Radiocontrast Agents / Ultrasound Contrast Media	
drug	radiologicAdjuncts	Radiologic Adjuncts	Radiologic Agents / Radiologic Adjuncts	radiologicAgents
drug	cardiacStressingAgents	Cardiac Stressing Agents	Radiologic Agents / Radiologic Adjuncts / Cardiac Stressing Agents	radiologicAdjuncts
drug	radiologicConjugatingAgents	Radiologic Conjugating Agents	Radiologic Agents / Radiologic Adjuncts / Radiologic Conjugating Agents	radiologicAdjuncts
drug	radiopharmaceuticals	Radiopharmaceuticals	Radiologic Agents / Radiopharmaceuticals	radiologicAgents
drug	diagnosticRadiopharmaceuticals	Diagnostic Radiopharmaceuticals	Radiologic Agents / Radiopharmaceuticals / Diagnostic Radiopharmaceuticals	radiopharmaceuticals
drug	therapeuticRadiopharmaceuticals	Therapeutic Radiopharmaceuticals	Radiologic Agents / Radiopharmaceuticals / Therapeutic Radiopharmaceuticals	radiopharmaceuticals
drug	respiratoryAgents	Respiratory Agents	Respiratory Agents	
drug	antiasthmaticCombinations	Antiasthmatic Combinations	Respiratory Agents / Antiasthmatic Combinations	respiratoryAgents
drug	antihistamines	Antihistamines	Respiratory Agents / Antihistamines	respiratoryAgents
drug	antitussives	Antitussives	Respiratory Agents / Antitussives	respiratoryAgents
drug	bronchodilators	Bronchodilators	Respiratory Agents / Bronchodilators	respiratoryAgents
drug	adrenergicBronchodilators	Adrenergic Bronchodilators	Respiratory Agents / Bronchodilators / Adrenergic Bronchodilators	bronchodilators
drug	anticholinergicBronchodilators	Anticholinergic Bronchodilators	Respiratory Agents / Bronchodilators / Anticholinergic Bronchodilators	bronchodilators
drug	bronchodilatorCombinations	Bronchodilator Combinations	Respiratory Agents / Bronchodilators / Bronchodilator Combinations	bronchodilators
drug	methylxanthines	Methylxanthines	Respiratory Agents / Bronchodilators / Methylxanthines	bronchodilators
drug	decongestants	Decongestants	Respiratory Agents / Decongestants	respiratoryAgents
drug	expectorants	Expectorants	Respiratory Agents / Expectorants	respiratoryAgents
drug	leukotrieneModifiers	Leukotriene Modifiers	Respiratory Agents / Leukotriene Modifiers	respiratoryAgents
drug	lungSurfactants	Lung Surfactants	Respiratory Agents / Lung Surfactants	respiratoryAgents
drug	miscellaneousRespiratoryAgents	Miscellaneous Respiratory Agents	Respiratory Agents / Miscellaneous Respiratory Agents	respiratoryAgents
drug	respiratoryInhalantProducts	Respiratory Inhalant Products	Respiratory Agents / Respiratory Inhalant Products	respiratoryAgents
drug	inhaledAntiInfectives	Inhaled Anti-Infectives	Respiratory Agents / Respiratory Inhalant Products / Inhaled Anti-Infectives	respiratoryInhalantProducts
drug	inhaledCorticosteroids	Inhaled Corticosteroids	Respiratory Agents / Respiratory Inhalant Products / Inhaled Corticosteroids	respiratoryInhalantProducts
drug	mastCellStabilizers	Mast Cell Stabilizers	Respiratory Agents / Respiratory Inhalant Products / Mast Cell Stabilizers	respiratoryInhalantProducts
drug	mucolytics	Mucolytics	Respiratory Agents / Respiratory Inhalant Products / Mucolytics	respiratoryInhalantProducts
drug	selectivePhosphodiesterase4Inhibitors	Selective Phosphodiesterase-4 Inhibitors	Respiratory Agents / Selective Phosphodiesterase-4 Inhibitors	respiratoryAgents
drug	upperRespiratoryCombinations	Upper Respiratory Combinations	Respiratory Agents / Upper Respiratory Combinations	respiratoryAgents
drug	topicalAgents	Topical Agents	Topical Agents	
drug	anorectalPreparations	Anorectal Preparations	Topical Agents / Anorectal Preparations	topicalAgents
drug	antisepticAndGermicides	Antiseptic and Germicides	Topical Agents / Antiseptic and Germicides	topicalAgents
drug	dermatologicalAgents	Dermatological Agents	Topical Agents / Dermatological Agents	topicalAgents
drug	miscellaneousTopicalAgents	Miscellaneous Topical Agents	Topical Agents / Dermatological Agents / Miscellaneous Topical Agents	dermatologicalAgents
drug	topicalAcneAgents	Topical Acne Agents	Topical Agents / Dermatological Agents / Topical Acne Agents	dermatologicalAgents
drug	topicalAnesthetics	Topical Anesthetics	Topical Agents / Dermatological Agents / Topical Anesthetics	dermatologicalAgents
drug	topicalAntiInfectives	Topical Anti-Infectives	Topical Agents / Dermatological Agents / Topical Anti-Infectives	dermatologicalAgents
drug	topicalAntiRosaceaAgents	Topical Anti-Rosacea Agents	Topical Agents / Dermatological Agents / Topical Anti-Rosacea Agents	dermatologicalAgents
drug	topicalAntibiotics	Topical Antibiotics	Topical Agents / Dermatological Agents / Topical Antibiotics	dermatologicalAgents
drug	topicalAntifungals	Topical Antifungals	Topical Agents / Dermatological Agents / Topical Antifungals	dermatologicalAgents
drug	topicalAntihistamines	Topical Antihistamines	Topical Agents / Dermatological Agents / Topical Antihistamines	dermatologicalAgents
drug	topicalAntineoplastics	Topical Antineoplastics	Topical Agents / Dermatological Agents / Topical Antineoplastics	dermatologicalAgents
drug	topicalAntipsoriatics	Topical Antipsoriatics	Topical Agents / Dermatological Agents / Topical Antipsoriatics	dermatologicalAgents
drug	topicalAntivirals	Topical Antivirals	Topical Agents / Dermatological Agents / Topical Antivirals	dermatologicalAgents
drug	topicalAstringents	Topical Astringents	Topical Agents / Dermatological Agents / Topical Astringents	dermatologicalAgents
drug	topicalDebridingAgents	Topical Debriding Agents	Topical Agents / Dermatological Agents / Topical Debriding Agents	dermatologicalAgents
drug	topicalDepigmentingAgents	Topical Depigmenting Agents	Topical Agents / Dermatological Agents / Topical Depigmenting Agents	dermatologicalAgents
drug	topicalEmollients	Topical Emollients	Topical Agents / Dermatological Agents / Topical Emollients	dermatologicalAgents
drug	topicalKeratolytics	Topical Keratolytics	Topical Agents / Dermatological Agents / Topical Keratolytics	dermatologicalAgents
drug	topicalNonSteroidalAntiInflammatories	Topical Non-Steroidal Anti-Inflammatories	Topical Agents / Dermatological Agents / Topical Non-Steroidal Anti-Inflammatories	dermatologicalAgents
drug	topicalPhotochemotherapeutics	Topical Photochemotherapeutics	Topical Agents / Dermatological Agents / Topical Photochemotherapeutics	dermatologicalAgents
drug	topicalRubefacient	Topical Rubefacient	Topical Agents / Dermatological Agents / Topical Rubefacient	dermatologicalAgents
drug	topicalSteroids	Topical Steroids	Topical Agents / Dermatological Agents / Topical Steroids	dermatologicalAgents
drug	topicalSteroidsWithAntiInfectives	Topical Steroids with Anti-Infectives	Topical Agents / Dermatological Agents / Topical Steroids with Anti-Infectives	dermatologicalAgents
drug	mouthAndThroatProducts	Mouth and Throat Products	Topical Agents / Mouth and Throat Products	topicalAgents
drug	nasalPreparations	Nasal Preparations	Topical Agents / Nasal Preparations	topicalAgents
